Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data
cg25462303,257144,36,3,NM_152785.3,0.324018227
cg25463135,388646,36,1,NM_207398.1,0.778518677
cg25463409,170712,36,4,NM_130902.1,0.711599352
cg25463428,26000,36,16,NM_015527.2,0.033720083
cg25463779,144347,36,12,NM_181709.2,0.642503968
cg25464840,55691,36,10,NM_018027.2,0.591191816
cg25465406,3000,36,17,NM_000180.1,0.118926658
cg25465634,9787,36,14,NM_014750.3,0.043564794
cg25466368,3280,36,3,NM_005524.2,0.056924357
cg25466974,7779,36,1,NM_021194.2,0.031046789
cg25467043,152815,36,4,NM_144721.3,0.037752974
cg25467603,57418,36,19,NM_024100.3,0.023134236
cg25468723,23544,36,22,NM_021115.3,0.048990787
cg25470175,374986,36,1,NM_198549.1,0.047798249
cg25473396,4350,36,16,NM_001015052.1,0.096033985
cg25475171,9899,36,15,NM_014848.2,0.027639197
cg25475443,51363,36,10,NM_015892.2,0.806800863
cg25476145,2592,36,9,NM_000155.2,0.03220802
cg25477181,23760,36,22,NM_012399.3,0.031359827
cg25477904,5669,36,19,NM_006905.2,0.796117113
cg25477928,50618,36,2,NM_019595.2,0.060656147
cg25478157,9857,36,1,NM_014810.2,0.028083914
cg25478603,219,36,9,NM_000692.3,0.10965319
cg25479216,54187,36,9,NM_018946.2,0.036669529
cg25481253,5726,36,7,NM_176817.1,0.457258528
cg25482967,55173,36,6,NM_018141.2,0.117899739
cg25483003,954,36,9,NM_203468.1,0.203826613
cg25483839,5887,36,9,NM_002874.3,0.097312822
cg25484319,51109,36,14,NM_016026.2,0.132034547
cg25484373,22948,36,5,NM_012073.3,0.035383486
cg25484904,80157,36,4,NM_025087.1,0.220913757
cg25485128,10054,36,19,NM_005499.2,0.04342496
cg25485913,4909,36,19,NM_006179.3,0.268869771
cg25487438,4901,36,14,NM_006177.2,0.06347632
cg25488021,2037,36,6,NM_001431.1,0.850772942
cg25488082,116143,36,2,NM_138458.1,0.056413765
cg25488206,23543,36,22,NM_001031695.1,0.101725093
cg25488547,1121,36,X,NM_000390.1,0.682403236
cg25490410,114791,36,15,NM_052903.2,0.066833023
cg25490411,4126,36,4,NM_005908.2,0.030097019
cg25492727,29789,36,2,NM_013341.3,0.033911693
cg25494064,7111,36,9,NM_003275.1,0.783423014
cg25494227,120939,36,12,NM_153022.1,0.456438811
cg25494789,3832,36,10,NM_004523.2,0.049741413
cg25495394,10284,36,13,NM_005870.3,0.03267616
cg25499017,11113,36,12,NM_007174.1,0.029630476
cg25499099,8711,36,17,NM_003985.1,0.144807792
cg25500285,1978,36,8,NM_004095.2,0.059094907
cg25500444,60494,36,11,NM_021827.2,0.185207538
cg25501446,983,36,10,NM_001786.2,0.72083162
cg25503559,79590,36,1,NM_024540.2,0.045289562
cg25505610,10480,36,11,NM_006360.3,0.037735891
cg25505974,56683,36,21,NM_021254.1,0.031684261
cg25506396,8527,36,2,NM_003648.2,0.098791053
cg25506900,283989,36,17,NM_207346.1,0.042725955
cg25507001,8382,36,5,NM_003551.2,0.179638659
cg25509184,1080,36,7,NM_000492.2,0.294556663
cg25510610,54904,36,8,NM_023034.1,0.067520819
cg25511429,51299,36,6,NM_016588.2,0.131013837
cg25511807,4316,36,11,NM_002423.3,0.362747474
cg25512587,11182,36,9,NM_017585.2,0.072553404
cg25513133,116254,36,6,NM_138785.1,0.03789869
cg25514304,5664,36,1,NM_000447.1,0.659076654
cg25514503,8863,36,1,NM_016831.1,0.811338436
cg25515063,51367,36,12,NM_198202.1,0.035232533
cg25516544,120863,36,12,NM_152317.1,0.028968975
cg25519930,775,36,12,NM_000719.4,0.078888181
cg25522312,4085,36,4,NM_002358.2,0.062037589
cg25523185,56474,36,X,NM_019857.3,0.090883797
cg25523753,11057,36,15,NM_007011.4,0.07958058
cg25524350,23089,36,7,XM_496907.2,0.068750996
cg25524473,1847,36,10,NM_004419.3,0.130576214
cg25526759,2811,36,17,NM_000173.3,0.820223451
cg25527547,8985,36,7,NM_001084.4,0.668359196
cg25530169,10927,36,9,NM_006717.1,0.034350713
cg25531166,1485,36,X,NM_001327.1,0.861175406
cg25533361,8662,36,7,NM_003751.2,0.039615513
cg25533774,25928,36,7,NM_015464.1,0.192077497
cg25535027,6257,36,6,NM_021976.3,0.086590578
cg25536300,5725,36,19,NM_002819.3,0.035484067
cg25536676,1718,36,1,NM_014762.2,0.079395237
cg25537724,8491,36,2,NM_003618.2,0.043577007
cg25537774,10555,36,9,NM_006412.3,0.031237982
cg25537962,135228,36,6,NM_133493.1,0.078952018
cg25538571,401459,36,8,NM_207504.1,0.582578357
cg25539131,7428,36,3,NT_022517.17,0.780097851
cg25543604,126272,36,19,NM_152361.1,0.031388731
cg25543676,6605,36,17,NM_003079.4,0.044197067
cg25544551,4801,36,12,NM_006166.3,0.029905533
cg25545088,89845,36,6,NM_033450.2,0.573595352
cg25545182,4733,36,22,NM_004147.3,0.026690014
cg25545210,3885,36,17,NM_021013.3,0.786020689
cg25545845,5756,36,12,NM_002822.3,0.123533882
cg25546588,3600,36,4,NM_000585.2,0.061002682
cg25547939,7423,36,11,NM_003377.3,0.815966138
cg25548825,347853,36,11,NM_005995.2,0.868999707
cg25549230,10794,36,19,NM_006635.2,0.025583129
cg25549413,146542,36,16,NM_145271.3,0.142320732
cg25549459,5455,36,2,NM_006236.1,0.067840128
cg25550573,79625,36,4,NM_024574.2,0.095789706
cg25551168,551,36,20,NM_000490.3,0.629422177
cg25552492,203190,36,8,NM_139278.2,0.088959839
cg25552889,131408,36,3,NM_144635.3,0.802419033
cg25553916,64777,36,5,NM_022762.3,0.59085433
cg25554036,7466,36,4,NM_006005.2,0.15277122
cg25555137,613,36,22,NM_004327.2,0.023521849
cg25556101,91582,36,22,NM_194326.2,0.032546573
cg25557858,2137,36,8,NM_001440.2,0.133056366
cg25558099,140775,36,17,NM_144775.1,0.058779686
cg25559100,1457,36,20,NM_177559.2,0.043735321
cg25559243,14,36,2,NM_001087.2,0.075131549
cg25559625,1906,36,6,NM_001955.2,0.062429796
cg25560840,9811,36,18,NM_014772.1,0.040229752
cg25563456,7490,36,11,NT_009237.17,0.065002113
cg25563642,6142,36,19,NM_000980.2,0.045457544
cg25564800,3836,36,3,NM_002264.1,0.188628614
cg25565479,24145,36,11,NM_015368.3,0.150172692
cg25567232,221357,36,6,NM_153699.1,0.75294478
cg25568243,64789,36,1,NM_022774.1,0.024180188
cg25569462,205860,36,4,NM_173553.1,0.709277157
cg25569582,8019,36,9,NM_007371.2,0.043988952
cg25572812,341019,36,11,NM_181807.1,0.101100667
cg25573386,89869,36,12,NM_033123.2,0.664047244
cg25574024,51214,36,11,NM_016412.1,0.15764518
cg25574548,51012,36,20,NM_016045.1,0.068883999
cg25575065,410,36,22,NM_000487.3,0.076720528
cg25575359,27339,36,11,NM_014502.3,0.034932407
cg25577842,51352,36,11,NM_015855.2,0.072092146
cg25580018,9719,36,9,NM_014694.2,0.060827343
cg25580076,84545,36,10,NM_176792.1,0.784708093
cg25583174,2247,36,4,NM_002006.3,0.060419732
cg25584626,51334,36,5,NM_016644.1,0.047223377
cg25587233,5524,36,9,NM_021131.3,0.527754098
cg25589890,80329,36,6,NM_025218.2,0.096267935
cg25590938,2801,36,9,NM_004486.4,0.073107225
cg25591670,51260,36,X,NM_016500.3,0.224160866
cg25591867,10970,36,12,NM_006825.2,0.063686559
cg25593040,8886,36,2,NM_006773.3,0.042720797
cg25593948,7021,36,6,NM_003221.2,0.217923208
cg25595446,3276,36,19,NM_198319.1,0.044243541
cg25596297,151278,36,2,NM_153038.1,0.126258734
cg25598083,10965,36,14,NM_006821.3,0.561982142
cg25599211,283208,36,11,NM_182904.3,0.698812265
cg25599242,5920,36,11,NM_004585.2,0.086914874
cg25600236,260436,36,4,NM_152997.2,0.608710078
cg25600606,10114,36,11,NM_005734.2,0.779771267
cg25602457,1630,36,18,NT_010966.13,0.091831326
cg25604883,26289,36,1,NM_174858.1,0.064479913
cg25605045,51239,36,2,NM_016466.4,0.035993828
cg25605408,400073,36,12,NM_207435.1,0.858531624
cg25607161,8383,36,17,NM_014565.1,0.677513469
cg25608041,23216,36,4,NM_015173.2,0.363043387
cg25608949,64699,36,21,NM_024022.1,0.651982056
cg25611931,9854,36,11,NM_014807.3,0.047586088
cg25612145,56164,36,7,NM_031414.2,0.927342878
cg25612480,7336,36,8,NM_003350.2,0.738898611
cg25615963,1981,36,3,NM_004953.2,0.051956162
cg25616762,81037,36,5,NM_030782.2,0.045889887
cg25619607,55364,36,18,NM_018439.1,0.03801925
cg25620220,221091,36,11,NM_203422.1,0.702565085
cg25622628,55009,36,19,NM_017914.2,0.030834185
cg25623459,7136,36,11,NM_003282.2,0.443117974
cg25623640,3512,36,4,NM_144646.2,0.623450002
cg25624712,92345,36,4,NM_138386.1,0.027105385
cg25629118,401278,36,6,NM_207500.1,0.753415124
cg25629694,64750,36,17,NM_022739.3,0.175157545
cg25631352,119,36,2,NM_017482.1,0.176124852
cg25632001,64979,36,5,NM_032479.2,0.050888636
cg25632203,65243,36,1,NM_023070.1,0.03686087
cg25634666,2352,36,11,NM_000804.2,0.62862118
cg25635316,90693,36,7,NM_138771.2,0.07326244
cg25635352,8706,36,3,NM_003781.2,0.061602196
cg25635500,10633,36,22,NM_006477.3,0.291655358
cg25636075,90407,36,3,NM_080652.2,0.882526615
cg25637824,55706,36,1,NM_018087.3,0.02360868
cg25638984,160335,36,12,NM_152588.1,0.043026576
cg25640176,81577,36,16,NM_030819.2,0.033015115
cg25645462,9289,36,16,NM_201525.1,0.713708747
cg25645748,158798,36,X,NM_178813.5,0.675799797
cg25650110,29801,36,22,NM_013373.2,0.043384343
cg25650811,223075,36,7,NM_194300.1,0.688511207
cg25651505,10791,36,2,NM_006634.2,0.31701499
cg25651984,9947,36,X,NM_005462.3,0.901161243
cg25653103,51734,36,16,NM_016332.2,0.05517524
cg25655096,57121,36,12,NM_020400.4,0.370220479
cg25657700,6638,36,15,NT_026446.13,0.589163828
cg25657834,23620,36,2,NM_012344.2,0.104735981
cg25658178,896,36,6,NM_001760.2,0.045979716
cg25658980,55011,36,19,NM_017916.1,0.061406018
cg25659818,6351,36,17,NM_002984.1,0.742219137
cg25661781,55062,36,17,NM_017983.3,0.107682302
cg25661884,50700,36,19,NM_015725.1,0.554267791
cg25662535,116969,36,11,NM_053017.2,0.052584868
cg25662680,10204,36,16,NM_005796.1,0.038268834
cg25664034,2318,36,7,NM_001458.2,0.262065941
cg25664725,4669,36,17,NM_000263.3,0.025557142
cg25665528,283870,36,16,NM_182563.2,0.736522012
cg25665697,197021,36,15,NM_207338.1,0.500845235
cg25667202,6232,36,1,NM_001030.3,0.054777515
cg25668368,90134,36,2,NM_033272.2,0.100241415
cg25668626,4938,36,12,NM_002534.2,0.612883488
cg25670376,54799,36,17,NM_017643.1,0.70994029
cg25670900,203430,36,X,NM_152694.1,0.582128295
cg25671438,9744,36,17,NM_014716.2,0.4501729
cg25671651,55759,36,2,NM_018256.2,0.036265689
cg25672287,26063,36,16,NM_020664.3,0.025103091
cg25673373,379,36,17,NM_001661.2,0.035674375
cg25674286,140,36,1,NM_020683.5,0.495657939
cg25675349,51368,36,3,NM_015926.3,0.025553956
cg25677688,259294,36,12,NM_176888.1,0.750929178
cg25677709,3340,36,5,NM_001543.3,0.80246984
cg25680829,89884,36,1,NM_033343.2,0.101380845
cg25681177,26330,36,19,NM_014364.3,0.149025202
cg25682080,116519,36,11,NM_052968.3,0.576841599
cg25682559,80206,36,18,NM_025135.2,0.031346284
cg25682936,10946,36,1,NM_006802.2,0.110292876
cg25683012,11176,36,12,NM_013449.2,0.030338952
cg25683185,84519,36,12,NM_032489.2,0.573249715
cg25683904,8505,36,10,NM_003631.2,0.372328928
cg25685640,79733,36,11,NM_024680.2,0.075929741
cg25685838,54857,36,X,NM_017711.2,0.74684637
cg25687894,47,36,17,NM_001096.2,0.105112277
cg25689649,79629,36,19,NM_024578.1,0.52188397
cg25689955,55709,36,11,NM_018095.3,0.695156168
cg25690265,79838,36,16,NM_024780.3,0.895159932
cg25691167,222894,36,7,NM_152898.2,0.092305497
cg25692323,220992,36,10,NM_145312.2,0.511866159
cg25692621,51666,36,7,NM_145872.1,0.538139175
cg25694542,53349,36,14,NM_021260.1,0.030623478
cg25697050,3635,36,2,NM_001017915.1,0.883804055
cg25697314,55801,36,12,NM_018402.1,0.753095191
cg25699533,7311,36,19,NM_003333.2,0.043600891
cg25705900,9781,36,2,NM_014746.2,0.058138451
cg25707005,202052,36,5,NM_152686.2,0.073916089
cg25708912,63904,36,X,NM_022076.2,0.870928506
cg25710140,4281,36,X,NM_033290.1,0.646030386
cg25711779,2202,36,2,NM_018894.1,0.219989154
cg25712380,9402,36,22,NM_004810.2,0.740777301
cg25713185,80704,36,2,NM_025243.2,0.12893219
cg25713309,79629,36,19,NM_024578.1,0.029666751
cg25714610,60343,36,X,NM_021806.1,0.151764691
cg25716286,54797,36,1,NM_017638.1,0.03392875
cg25716740,51096,36,17,NM_016001.1,0.028707972
cg25716871,7867,36,3,NM_004635.3,0.03799607
cg25717844,79690,36,7,NM_024637.3,0.097993099
cg25718402,1366,36,17,NM_001307.3,0.02560329
cg25718438,149708,36,20,NM_145652.2,0.585223671
cg25720804,30012,36,5,NM_021025.2,0.09054884
cg25722142,10370,36,6,NM_006079.3,0.142348377
cg25723866,8425,36,19,NM_003573.1,0.860834801
cg25724441,3759,36,17,NM_000891.2,0.044322004
cg25725843,84620,36,2,NM_032528.1,0.176519386
cg25729068,123036,36,14,NM_152332.2,0.068186006
cg25729716,974,36,17,NM_000626.1,0.854571167
cg25729765,6670,36,2,NM_003111.3,0.072287986
cg25729957,119032,36,10,NM_144591.1,0.051819548
cg25732252,27090,36,9,NM_014403.3,0.391727055
cg25734864,8858,36,13,NM_003891.1,0.779636475
cg25735280,23037,36,5,NM_178140.1,0.034875842
cg25736482,147798,36,19,NM_144686.1,0.353744023
cg25737491,11337,36,17,NM_007278.1,0.047591395
cg25737664,128646,36,20,NM_178460.1,0.874293225
cg25737836,8888,36,21,NM_003906.3,0.650303646
cg25738273,78986,36,8,NM_024025.1,0.048907545
cg25739003,1937,36,11,NM_001404.3,0.065281103
cg25741319,165055,36,2,NM_144978.1,0.064055818
cg25741452,4254,36,12,NM_000899.3,0.055765974
cg25741794,79180,36,1,NM_024329.4,0.068341211
cg25742201,26574,36,17,NM_012138.3,0.121658694
cg25743584,9220,36,17,NM_004740.3,0.756554784
cg25745343,55041,36,2,NM_001031706.1,0.066602373
cg25746138,9757,36,19,NM_014727.1,0.042409028
cg25748127,5441,36,11,NM_021128.3,0.029403532
cg25748736,347404,36,X,NM_198511.1,0.157612528
cg25750259,79183,36,20,NM_024331.2,0.07655063
cg25750404,6843,36,12,NM_016830.2,0.0554676
cg25751295,1846,36,8,NM_057158.2,0.03868105
cg25752527,23190,36,2,NM_014607.2,0.04239559
cg25753817,3628,36,2,NM_002194.2,0.088654218
cg25755261,55012,36,14,NM_017917.2,0.054658466
cg25756129,6434,36,3,NM_004593.1,0.030252621
cg25757737,25930,36,3,NM_015466.1,0.034805795
cg25758314,8260,36,X,NM_003491.2,0.267141313
cg25759381,23617,36,22,NM_053006.3,0.836111844
cg25759517,5831,36,17,NM_153824.1,0.046481478
cg25760229,8912,36,16,NM_021098.2,0.036129484
cg25762395,339448,36,1,NM_207356.1,0.037721185
cg25762706,81551,36,8,NM_030795.2,0.627948266
cg25763788,3351,36,6,NM_000863.1,0.126461206
cg25764191,9118,36,10,NM_032727.2,0.071223753
cg25764464,54477,36,12,NM_019012.2,0.045381111
cg25764570,3122,36,6,NM_019111.3,0.674435771
cg25766046,4920,36,9,NM_004560.2,0.096589781
cg25766774,51304,36,3,NM_016598.1,0.463859216
cg25769980,10333,36,4,NM_006068.2,0.847032546
cg25770411,80112,36,7,NM_025042.2,0.736103337
cg25771195,29105,36,16,NM_013242.2,0.505652472
cg25771201,374875,36,19,NM_198533.1,0.70830315
cg25775449,1241,36,14,NM_181657.1,0.72389319
cg25776555,80110,36,19,NM_025040.2,0.05091593
cg25778166,2328,36,1,NM_001002294.1,0.832427172
cg25778479,57037,36,7,NM_020319.1,0.255173563
cg25780543,3361,36,7,NM_024012.1,0.327814766
cg25781123,25917,36,3,NM_015453.1,0.077356508
cg25781162,64240,36,2,NM_022436.2,0.859735648
cg25781202,79845,36,8,NM_024787.2,0.031281104
cg25782229,7490,36,11,NT_009237.17,0.281203112
cg25782563,55090,36,17,NM_018019.2,0.068299255
cg25784308,205147,36,2,NM_152698.1,0.11046492
cg25784394,10024,36,12,NM_005480.2,0.038498438
cg25785378,51586,36,22,NM_015889.3,0.057205881
cg25786436,51422,36,7,NM_016203.2,0.027630398
cg25786862,4594,36,6,NM_000255.1,0.058820761
cg25787984,27122,36,11,NM_015881.5,0.400473589
cg25788012,54512,36,8,NM_019037.2,0.028059188
cg25791888,11077,36,21,NM_007031.1,0.046422844
cg25797366,3306,36,14,NM_021979.2,0.863068445
cg25799433,10326,36,20,NM_006065.1,0.253550088
cg25799986,10406,36,20,NM_080733.1,0.254918539
cg25802093,9576,36,10,NM_012443.2,0.170466434
cg25802424,8660,36,13,NM_003749.2,0.051132842
cg25802871,29960,36,7,NM_177442.1,0.127781953
cg25803423,55017,36,14,NM_017924.2,0.062926896
cg25803583,5345,36,17,NM_000934.1,0.901536485
cg25806808,2919,36,4,NM_001511.1,0.08128604
cg25807810,151313,36,2,NM_199336.1,0.031043161
cg25808839,114294,36,15,NM_032857.2,0.03247131
cg25808906,1608,36,3,NM_001346.1,0.054712572
cg25809905,3674,36,17,NM_000419.2,0.737261956
cg25811575,1960,36,8,NM_004430.2,0.078683414
cg25811820,23509,36,20,NM_015352.1,0.047733806
cg25812668,58526,36,X,NM_021242.3,0.164670399
cg25812776,7188,36,1,NM_004619.3,0.031396945
cg25813714,66002,36,19,NM_023944.1,0.87870137
cg25813820,4354,36,X,NM_002436.2,0.250295107
cg25814686,79943,36,8,NM_030895.1,0.049031996
cg25816468,57326,36,1,NM_020524.2,0.030689995
cg25817752,149420,36,1,NM_152835.1,0.043553639
cg25820693,10500,36,1,NM_030913.3,0.046833357
cg25820971,11198,36,14,NM_007192.2,0.10456445
cg25821963,22885,36,5,NM_014945.1,0.04528772
cg25822709,10670,36,9,NM_006570.4,0.150989016
cg25823578,5732,36,14,NM_000956.2,0.0518933
cg25824226,9166,36,8,NM_004215.3,0.046857815
cg25824330,55168,36,6,NM_018135.2,0.030123982
cg25826526,55257,36,20,NM_018270.3,0.025871075
cg25827112,10420,36,1,NM_007170.1,0.028543737
cg25827139,284029,36,17,NM_173621.1,0.807542162
cg25827666,4914,36,1,NM_001007792.1,0.80640973
cg25828381,113457,36,2,NM_080386.1,0.962010845
cg25829226,80301,36,15,NM_025201.3,0.081841761
cg25829729,54937,36,13,NM_017826.1,0.837874757
cg25830052,7287,36,6,NM_003322.2,0.879289483
cg25831111,80347,36,17,NM_025233.4,0.358496958
cg25832796,8906,36,14,NM_003917.2,0.172148514
cg25833031,55149,36,10,NM_018109.2,0.804008216
cg25834275,4782,36,19,NM_005597.2,0.01929741
cg25834568,84870,36,6,NM_032784.3,0.086903523
cg25835225,59348,36,19,NM_021632.3,0.050599179
cg25836159,55109,36,5,NM_018046.3,0.047760213
cg25836271,10235,36,11,NM_005825.2,0.066564016
cg25836301,55384,36,14,XR_000943.1,0.53294737
cg25836326,1814,36,3,NM_033658.1,0.230870439
cg25839227,51225,36,17,NM_016428.2,0.636559608
cg25839766,5669,36,19,NM_006905.2,0.761606814
cg25840094,81494,36,1,NM_030787.1,0.656530715
cg25841091,7353,36,22,NM_005659.4,0.036432742
cg25841987,51313,36,4,NM_016613.4,0.112247927
cg25842356,115123,36,5,NM_178450.2,0.653729884
cg25842633,80274,36,22,NM_173050.1,0.170877353
cg25843439,26532,36,19,NM_013938.1,0.483424751
cg25847835,81545,36,5,NM_030793.3,0.072724307
cg25848060,7884,36,4,NM_006527.2,0.040817437
cg25849332,79080,36,11,NM_024098.1,0.04312249
cg25852472,283120,36,11,NT_009237.17,0.653638104
cg25852715,114879,36,11,NT_009237.17,0.921466647
cg25852941,134218,36,5,NM_001012339.2,0.125313114
cg25853020,3570,36,1,NM_181359.1,0.061195152
cg25853078,4978,36,11,NM_002545.3,0.500495454
cg25853833,55571,36,2,NM_017546.3,0.031617262
cg25854162,3485,36,2,NM_000597.2,0.130484868
cg25856179,6772,36,2,NM_007315.2,0.029250581
cg25856383,1545,36,2,NM_000104.2,0.058038354
cg25856811,6707,36,1,NM_005416.1,0.614681139
cg25857886,79607,36,11,NM_024556.1,0.767721914
cg25858682,79714,36,3,NM_024661.2,0.031480511
cg25859012,617,36,2,NM_004328.3,0.090219407
cg25860314,9871,36,4,NM_014822.1,0.050545554
cg25861458,84197,36,8,NM_032237.2,0.043860985
cg25864727,54072,36,21,NM_058184.1,0.770744349
cg25866075,91662,36,19,NM_033297.1,0.463180448
cg25867173,7367,36,4,NM_001077.2,0.464831712
cg25869832,6191,36,X,NM_001007.3,0.043439345
cg25870263,252995,36,1,NM_153756.1,0.441625433
cg25870420,3680,36,3,NM_002207.2,0.036753615
cg25873362,6130,36,9,NM_000972.2,0.033579119
cg25875213,163115,36,19,NM_152605.2,0.035733361
cg25876934,7465,36,11,NM_003390.2,0.082832911
cg25881193,10385,36,6,NM_181531.1,0.077258496
cg25882056,79174,36,22,NM_024324.2,0.839790756
cg25882366,3212,36,17,NM_002145.2,0.223114523
cg25884854,79022,36,12,NM_024056.2,0.056630228
cg25885108,7161,36,1,NT_004321.17,0.040611811
cg25885771,8330,36,6,NM_003510.2,0.066370173
cg25886284,284406,36,19,NM_133466.1,0.050183959
cg25886875,5704,36,19,NM_153001.1,0.041753575
cg25887294,9994,36,6,NM_012115.2,0.073596392
cg25887739,11138,36,2,NM_007063.2,0.862576086
cg25889160,5104,36,14,NM_000624.3,0.866955412
cg25890048,10798,36,11,NM_006637.1,0.798412788
cg25892041,7368,36,4,NM_003360.2,0.799424765
cg25892434,132,36,10,NM_001123.2,0.033067384
cg25893483,79184,36,X,NM_024332.2,0.31104403
cg25894551,486,36,11,NM_021603.2,0.745959148
cg25895922,79083,36,2,NM_024101.4,0.059077654
cg25896975,9784,36,2,NM_014748.2,0.034653963
cg25898500,3029,36,16,NM_005326.3,0.070955988
cg25900806,151325,36,2,NM_207329.1,0.55147051
cg25902460,55342,36,9,NM_018387.2,0.060264801
cg25902889,79187,36,19,NM_024333.1,0.487513891
cg25903122,79086,36,19,NM_024104.2,0.757805874
cg25903375,80854,36,4,NM_030648.1,0.038939468
cg25903497,64114,36,2,NM_022152.4,0.096668608
cg25905459,51136,36,17,NM_016125.2,0.057457568
cg25905648,22908,36,3,NM_014016.2,0.057248782
cg25905812,1761,36,9,NM_021951.2,0.056960247
cg25906332,123096,36,14,NM_152333.1,0.036211764
cg25906419,25825,36,21,NM_012105.3,0.049840844
cg25907916,219654,36,10,NM_153367.1,0.027963122
cg25908985,3549,36,2,NM_002181.1,0.07240037
cg25909811,11014,36,7,NM_006854.2,0.038269927
cg25910443,84909,36,9,NM_032823.3,0.022639911
cg25912611,6790,36,20,NM_003600.2,0.308577687
cg25912717,7059,36,1,NM_007112.3,0.115365706
cg25913233,6678,36,5,NM_003118.2,0.140531661
cg25915982,2887,36,7,NT_033968.5,0.727844699
cg25917510,3224,36,12,NM_022658.3,0.046119797
cg25918245,26157,36,7,NM_015660.2,0.129929776
cg25919221,765,36,1,NM_001215.2,0.625051315
cg25920792,5654,36,10,NM_002775.3,0.035867613
cg25920951,348013,36,13,NM_182614.2,0.0319906
cg25921910,79577,36,1,NM_024529.3,0.153109772
cg25922239,221496,36,6,NM_181336.2,0.044804876
cg25922353,2530,36,14,NM_004480.3,0.796344452
cg25923018,55248,36,1,NM_018252.1,0.031356235
cg25923856,28978,36,6,NM_014051.2,0.05291113
cg25924032,9790,36,10,NM_014753.2,0.030533602
cg25926679,84450,36,2,NM_032434.2,0.197714924
cg25927124,5576,36,3,NM_004157.2,0.033927878
cg25928444,3623,36,2,NM_002191.2,0.719605713
cg25928579,3218,36,17,NM_024016.2,0.089664129
cg25929421,9191,36,1,NM_032998.1,0.035491359
cg25932713,83666,36,3,NM_031458.1,0.844331484
cg25932752,10943,36,X,NM_078628.1,0.234890646
cg25933726,6103,36,X,NM_000328.2,0.288950687
cg25934198,401563,36,9,NM_207511.1,0.809797485
cg25935911,1620,36,9,NM_014618.1,0.216173811
cg25936385,23017,36,12,NM_012306.2,0.881393847
cg25937494,6721,36,22,NM_004599.2,0.021254726
cg25937832,6138,36,3,NM_002948.2,0.044725196
cg25938646,114798,36,13,NM_052910.1,0.102669886
cg25941716,30011,36,X,NM_031892.1,0.204280407
cg25942450,30012,36,5,NM_021025.2,0.12306474
cg25943131,10526,36,12,NM_006390.2,0.058972339
cg25943276,399980,36,11,NM_207432.1,0.835578092
cg25943702,23774,36,22,NM_014577.1,0.804894962
cg25944100,932,36,11,NM_006138.4,0.412000286
cg25944700,51312,36,8,NM_016612.1,0.022570702
cg25945303,1316,36,10,NM_001008490.1,0.043766516
cg25945374,10656,36,8,NM_006558.1,0.041850957
cg25945961,80854,36,4,NM_030648.1,0.032068812
cg25946374,58985,36,1,NM_021258.2,0.573535409
cg25946389,4255,36,10,NM_002412.2,0.152743934
cg25946758,84457,36,10,NM_032439.1,0.09477588
cg25946952,9715,36,7,NM_014690.2,0.111065555
cg25947945,3898,36,1,NM_005558.3,0.255414456
cg25948180,8050,36,11,NM_003477.1,0.403199808
cg25948993,7993,36,8,NM_005671.1,0.037301801
cg25949363,162461,36,17,NM_153229.1,0.264125626
cg25951582,56986,36,15,NM_020234.3,0.064997378
cg25953146,408029,36,2,NM_214461.1,0.735359085
cg25954162,140465,36,12,NM_002475.2,0.166608584
cg25954354,83543,36,9,NM_001002260.1,0.115952386
cg25955816,8290,36,1,NM_003493.2,0.706019674
cg25955899,51371,36,13,NM_015932.2,0.017437282
cg25955969,1802,36,1,NM_001384.3,0.04484016
cg25956985,10454,36,22,NM_153497.2,0.599137329
cg25957124,55567,36,16,NM_017539.1,0.251960284
cg25957967,255738,36,1,NM_174936.2,0.066034427
cg25958361,129531,36,2,NM_138798.1,0.060818947
cg25959506,23551,36,22,NM_014310.3,0.05683083
cg25960313,26271,36,6,NM_012177.2,0.043784351
cg25960567,3709,36,12,NT_009714.16,0.05027438
cg25961684,27148,36,2,NM_015690.2,0.043663648
cg25964007,146845,36,17,NM_145054.2,0.069407168
cg25965576,1472,36,20,NM_001899.2,0.671213256
cg25969212,5393,36,4,NM_005033.1,0.047347622
cg25969673,55296,36,4,NM_018317.1,0.050654091
cg25971347,2294,36,16,NM_001451.1,0.047105977
cg25973092,83667,36,1,NM_031459.3,0.033951571
cg25974617,23471,36,8,NM_014294.3,0.440410199
cg25974764,23588,36,14,NM_014315.2,0.030310988
cg25974870,11051,36,16,NM_007006.2,0.061082042
cg25975818,339221,36,17,NM_178543.3,0.892706218
cg25978208,6638,36,15,NT_026446.13,0.558823018
cg25979644,5205,36,18,NM_005603.2,0.807204388
cg25982743,7079,36,3,NM_003256.2,0.306156578
cg25983380,2778,36,20,NT_011362.9,0.315279776
cg25984124,8760,36,20,NM_003818.2,0.742731385
cg25985103,4123,36,15,NM_006715.2,0.168464354
cg25985437,84191,36,15,NM_032231.4,0.034321617
cg25985488,374378,36,11,NM_198516.1,0.040734425
cg25985778,6169,36,17,NM_000999.2,0.094126624
cg25989745,7306,36,9,NM_000550.1,0.714291987
cg25990230,5387,36,7,NM_005395.2,0.045741692
cg25990314,54584,36,22,NM_053004.1,0.036932307
cg25990647,4986,36,8,NM_000912.3,0.047165365
