Name,Gene_ID,GenomeBuild,Chr,MapInfo,SourceVersion,goldstandard2
cg23378495,84720,36,9,35086265,36.1,0.040423404
cg23381116,5721,36,14,23686253,36.1,0.030602393
cg23382741,54866,36,15,38908612,36.1,0.847816574
cg23384185,7298,36,18,647227,36.1,0.120133721
cg23389061,51016,36,14,23680997,36.1,0.035308651
cg23390397,64780,36,6,109883796,36.1,0.03708278
cg23391006,5021,36,3,8786279,36.1,0.037030253
cg23391785,26052,36,1,170077595,36.1,0.052859507
cg23392782,115992,36,16,87300148,36.1,0.02299574
cg23393291,55180,36,15,98959882,36.1,0.05787994
cg23397015,3625,36,2,120818902,36.1,0.098095944
cg23398241,1144,36,2,233098956,36.1,0.160708048
cg23398385,30849,36,3,131948454,36.1,0.099623068
cg23400451,4622,36,17,10314453,36.1,0.693966262
cg23401756,64180,36,16,66571482,36.1,0.991567447
cg23404467,115653,36,19,59927785,36.1,0.867546061
cg23407670,27030,36,14,74587970,36.1,0.053678192
cg23408913,55752,36,4,78089906,36.1,0.019548815
cg23410627,9023,36,10,90956787,36.1,0.04643013
cg23411876,4708,36,7,140043355,36.1,0.067480481
cg23412777,26108,36,15,53668998,36.1,0.87353555
cg23412850,8835,36,12,92491518,36.1,0.065142219
cg23414387,1580,36,1,47037453,36.1,0.703436897
cg23414431,825,36,15,40427575,36.1,0.876532924
cg23418591,164284,36,20,56523723,36.1,0.13036986
cg23422659,7484,36,17,42284214,36.1,0.056492724
cg23423382,57336,36,17,16413165,36.1,0.039184708
cg23424268,2644,36,15,38843345,36.1,0.017495432
cg23426587,55958,36,9,21325126,36.1,0.030441852
cg23427565,84971,36,19,10515418,36.1,0.047476527
cg23427666,7038,36,8,133949287,36.1,0.669483364
cg23428445,2861,36,7,124192703,36.1,0.026640844
cg23429696,135152,36,6,71722657,36.1,0.017707014
cg23430634,56988,36,8,141013051,36.1,0.854950397
cg23430664,64132,36,17,45778020,36.1,0.100060324
cg23431988,55124,36,8,22188508,36.1,0.864572012
cg23432345,3204,36,7,27162678,36.1,0.062986913
cg23433532,84287,36,10,99194717,36.1,0.657819996
cg23433607,1114,36,20,5840338,36.1,0.020205594
cg23434459,55973,36,7,107007819,36.1,0.026355097
cg23435440,64151,36,4,17420460,36.1,0.14580459
cg23435746,57045,36,18,9324049,36.1,0.143013814
cg23439277,51196,36,10,95780864,36.1,0.783894538
cg23440155,1580,36,1,47037188,36.1,0.659318184
cg23441167,2787,36,1,84744454,36.1,0.031926387
cg23441208,587,36,19,54006004,36.1,0.035025592
cg23442323,135228,36,6,74462910,36.1,0.044555189
cg23444894,388218,36,16,19205244,36.1,0.832612082
cg23445511,51388,36,16,67930999,36.1,0.035960098
cg23446109,5095,36,13,99538988,36.1,0.084476211
cg23447996,6850,36,9,92604424,36.1,0.109598874
cg23448096,145748,36,15,98091028,36.1,0.025093939
cg23451311,55929,36,1,44451862,36.1,0.101108726
cg23452458,114881,36,17,43254387,36.1,0.062680689
cg23455614,10884,36,5,44844636,36.1,0.120193937
cg23455897,55614,36,20,16501861,36.1,0.043230255
cg23456306,1943,36,19,1237260,36.1,0.018800793
cg23456692,9695,36,3,5204596,36.1,0.030948521
cg23459997,84522,36,3,9907426,36.1,0.023677868
cg23460697,29855,36,16,4842899,36.1,0.777668963
cg23470272,9524,36,19,14501395,36.1,0.03024251
cg23471482,6367,36,16,55949699,36.1,0.90152493
cg23472215,2947,36,1,110084338,36.1,0.023606531
cg23473726,25799,36,19,63670381,36.1,0.037316032
cg23473849,5526,36,11,64448642,36.1,0.040665228
cg23473904,1292,36,21,46342118,36.1,0.042975474
cg23475963,813,36,7,128166494,36.1,0.010044272
cg23476955,8907,36,19,16169634,36.1,0.033585063
cg23477967,7035,36,2,188127332,36.1,0.193392637
cg23478284,5783,36,4,87735031,36.1,0.038975088
cg23479658,11019,36,4,39137305,36.1,0.08749516
cg23480499,10988,36,12,94391697,36.1,0.097252513
cg23481221,10953,36,20,43022643,36.1,0.036219634
cg23481748,387990,36,14,57932256,36.1,0.067306577
cg23484278,123591,36,15,74138603,36.1,0.093146507
cg23487586,197196,36,16,83873424,36.1,0.926205143
cg23489497,54707,36,1,27089380,36.1,0.013131916
cg23490074,8725,36,19,35124864,36.1,0.165534832
cg23491309,9246,36,11,57092161,36.1,0.037120168
cg23492043,460,36,1,175400889,36.1,0.108998055
cg23494853,27249,36,2,150152233,36.1,0.045955999
cg23495059,64121,36,1,39097330,36.1,0.032670836
cg23495733,144402,36,12,37585399,36.1,0.031098077
cg23496260,10409,36,5,17271089,36.1,0.059010681
cg23499956,140576,36,1,151851544,36.1,0.912455184
cg23502772,167359,36,5,43227732,36.1,0.049811108
cg23503501,26150,36,22,44188457,36.1,0.07027569
cg23504246,2252,36,15,47502634,36.1,0.597787156
cg23504707,5494,36,14,59782316,36.1,0.815138753
cg23506842,5778,36,1,200397543,36.1,0.058594786
cg23507131,2532,36,1,157440780,36.1,0.768674314
cg23508052,6319,36,10,102096801,36.1,0.018475124
cg23508540,22883,36,1,9806619,36.1,0.038218564
cg23509064,79672,36,17,78268524,36.1,0.069989413
cg23509869,7940,36,6,31661420,36.1,0.376475305
cg23512958,3574,36,8,79880331,36.1,0.087596987
cg23513504,7109,36,21,44256831,36.1,0.044847361
cg23513644,10199,36,2,71210648,36.1,0.014575657
cg23513690,153769,36,5,145296294,36.1,0.060179527
cg23517548,84901,36,16,28870022,36.1,0.042606983
cg23517605,347733,36,6,3173364,36.1,0.125895753
cg23517677,5436,36,11,62284848,36.1,0.832149667
cg23520347,83593,36,1,204797462,36.1,0.129447008
cg23521069,8487,36,14,38653264,36.1,0.061111509
cg23521281,84128,36,2,190014736,36.1,0.025928399
cg23523368,270,36,1,115040017,36.1,0.838479515
cg23525180,3398,36,2,8739197,36.1,0.085592919
cg23526055,6921,36,8,75047348,36.1,0.065107793
cg23527067,5555,36,12,10973729,36.1,0.788507344
cg23528708,63933,36,6,13922924,36.1,0.028900981
cg23530288,23410,36,11,226658,36.1,0.02975496
cg23530850,23199,36,16,84204511,36.1,0.044871037
cg23533073,1112,36,14,88953815,36.1,0.018539631
cg23534142,467,36,1,210805736,36.1,0.924241463
cg23538064,629,36,6,32021254,36.1,0.842182338
cg23538854,3574,36,8,79880182,36.1,0.067764659
cg23539753,6672,36,2,230988942,36.1,0.034552152
cg23540651,2635,36,1,89262622,36.1,0.800229663
cg23543604,6883,36,1,28842292,36.1,0.032307359
cg23547429,29015,36,11,56951601,36.1,0.233167097
cg23548479,1028,36,11,2863255,36.1,0.039985981
cg23548920,27106,36,19,17973433,36.1,0.023978467
cg23555120,9891,36,12,105057993,36.1,0.137064198
cg23558650,51400,36,11,73559566,36.1,0.053241112
cg23560113,4084,36,2,69994793,36.1,0.080879173
cg23566335,8749,36,8,39561504,36.1,0.844455442
cg23566503,4826,36,20,35583164,36.1,0.630069657
cg23568913,23481,36,22,29317549,36.1,0.015140559
cg23570261,55677,36,2,128000722,36.1,0.04573719
cg23571857,54739,36,17,6599622,36.1,0.707381937
cg23574449,1870,36,1,23729810,36.1,0.033040237
cg23575320,55640,36,14,75113981,36.1,0.076687778
cg23576473,10237,36,17,45140585,36.1,0.041908459
cg23577242,744,36,11,30559591,36.1,0.863139712
cg23580000,113,36,16,48879657,36.1,0.911093269
cg23580945,342666,36,17,34439867,36.1,0.851086407
cg23581186,337978,36,21,31041180,36.1,0.561054329
cg23582408,1917,36,20,61600555,36.1,0.030737021
cg23582919,56061,36,16,23475881,36.1,0.037870432
cg23583739,11015,36,22,37193854,36.1,0.045287676
cg23585575,10105,36,10,80777089,36.1,0.050506211
cg23587449,9227,36,4,155883139,36.1,0.035878607
cg23587532,51286,36,11,780669,36.1,0.839343665
cg23588553,6472,36,12,55909966,36.1,0.056572755
cg23588893,170384,36,10,75202175,36.1,0.039688214
cg23591869,399948,36,11,110675858,36.1,0.043423994
cg23594876,10904,36,20,35589339,36.1,0.032771605
cg23595927,4636,36,4,661851,36.1,0.851818683
cg23596123,56130,36,5,140510406,36.1,0.426203104
cg23599843,56704,36,8,75396824,36.1,0.170602154
cg23602533,7274,36,8,64160718,36.1,0.03852092
cg23602684,4901,36,14,23653939,36.1,0.020842933
cg23606079,83716,36,16,83411372,36.1,0.561044992
cg23609672,4608,36,1,201411485,36.1,0.872049421
cg23609821,4860,36,14,20007334,36.1,0.036119599
cg23610841,29942,36,8,31010619,36.1,0.068263843
cg23612220,79626,36,1,149395922,36.1,0.126932808
cg23613030,221393,36,6,47761615,36.1,0.917673296
cg23613177,118672,36,10,124729783,36.1,0.065268329
cg23613305,2531,36,18,59185536,36.1,0.025768198
cg23613317,23367,36,5,154072302,36.1,0.894821612
cg23614979,89797,36,11,19691508,36.1,0.047992299
cg23615676,3781,36,5,113725531,36.1,0.048269805
cg23616741,5224,36,7,44071959,36.1,0.355608038
cg23617121,114879,36,11,3078036,36.1,0.945552107
cg23617760,79786,36,16,83239008,36.1,0.829211689
cg23618830,23365,36,11,119712990,36.1,0.07439655
cg23619829,9650,36,8,66718998,36.1,0.056322775
cg23620639,1305,36,10,71231217,36.1,0.016868805
cg23621689,80739,36,6,31799664,36.1,0.910373461
cg23621817,55584,36,4,40032610,36.1,0.833037208
cg23625458,246181,36,1,19472728,36.1,0.98745264
cg23626798,26013,36,20,41575908,36.1,0.638504358
cg23627134,55843,36,2,143602845,36.1,0.10185359
cg23628240,84458,36,10,98581592,36.1,0.022516123
cg23629183,84864,36,3,99174090,36.1,0.028127925
cg23631636,6168,36,2,217071865,36.1,0.030107651
cg23632840,8195,36,20,10362722,36.1,0.039360128
cg23637791,161753,36,15,73803317,36.1,0.178227692
cg23637943,5686,36,1,109770682,36.1,0.047039071
cg23639989,54491,36,5,14634642,36.1,0.021809503
cg23640092,223082,36,7,30290370,36.1,0.0858914
cg23640701,94,36,12,50587901,36.1,0.918640467
cg23640903,54438,36,6,13595641,36.1,0.032084147
cg23641145,5241,36,11,100505776,36.1,0.113397802
cg23641264,8629,36,8,143745643,36.1,0.854775133
cg23641267,9404,36,11,58100367,36.1,0.546491013
cg23642747,9118,36,10,105026635,36.1,0.035542213
cg23643330,182,36,20,10602420,36.1,0.023922222
cg23645091,3852,36,12,51200676,36.1,0.784479029
cg23651356,26575,36,6,153494647,36.1,0.320897022
cg23651728,631,36,20,17459410,36.1,0.106047304
cg23652526,11100,36,19,46460342,36.1,0.042939687
cg23652939,84065,36,1,27521587,36.1,0.029064048
cg23653008,55743,36,12,131974492,36.1,0.021513885
cg23653187,80339,36,22,42650590,36.1,0.700517593
cg23653712,6443,36,4,52599136,36.1,0.043808309
cg23654219,6941,36,6,31235506,36.1,0.880432475
cg23655719,6363,36,9,34682578,36.1,0.870723266
cg23656380,11047,36,20,60310976,36.1,0.042930878
cg23656386,6560,36,16,66560741,36.1,0.144869917
cg23657252,55589,36,4,79916607,36.1,0.041035731
cg23657409,23236,36,20,8060754,36.1,0.081235213
cg23660191,146542,36,16,30490443,36.1,0.034471883
cg23660999,347862,36,11,767775,36.1,0.039238433
cg23662675,23613,36,20,45419003,36.1,0.035398719
cg23663332,84549,36,8,33461496,36.1,0.706086603
cg23665568,8915,36,1,85517641,36.1,0.737376507
cg23665603,23541,36,22,29122674,36.1,0.346076058
cg23667407,51255,36,2,85676491,36.1,0.055138248
cg23667432,250,36,2,232952683,36.1,0.699848118
cg23667933,2395,36,9,70840539,36.1,0.026960765
cg23668631,84254,36,17,3743685,36.1,0.211014322
cg23670203,11329,36,6,36623834,36.1,0.843942077
cg23671708,92162,36,17,7699016,36.1,0.933191987
cg23673107,126069,36,19,11769712,36.1,0.576889191
cg23674788,3882,36,17,36876839,36.1,0.825522338
cg23674882,84695,36,2,74633780,36.1,0.748564615
cg23679085,1173,36,3,185375467,36.1,0.020818474
cg23679724,1522,36,20,57014873,36.1,0.801668052
cg23680518,374897,36,19,40712072,36.1,0.816488015
cg23680936,84890,36,10,64234807,36.1,0.004243711
cg23681213,9240,36,14,73250144,36.1,0.043495984
cg23681243,7337,36,15,23235181,36.1,0.022981616
cg23683201,114571,36,11,62893728,36.1,0.834815948
cg23684521,27020,36,15,71713111,36.1,0.035040381
cg23685580,117155,36,15,41728159,36.1,0.651284214
cg23686014,7980,36,7,93357860,36.1,0.047618001
cg23687186,55705,36,1,200064837,36.1,0.076072231
cg23687319,9453,36,1,233558697,36.1,0.145086599
cg23687960,8836,36,8,64114422,36.1,0.025473898
cg23689916,51510,36,9,33253879,36.1,0.131102307
cg23690380,10419,36,14,22468494,36.1,0.073502868
cg23692497,92105,36,11,77383830,36.1,0.056164452
cg23695504,388759,36,1,245341967,36.1,0.053413938
cg23696618,5273,36,18,59734679,36.1,0.335960665
cg23696712,338785,36,12,51514408,36.1,0.938894261
cg23696834,27232,36,6,43036323,36.1,0.041736387
cg23696886,64236,36,8,22493138,36.1,0.034712942
cg23696949,3918,36,1,181422267,36.1,0.242763296
cg23698058,5567,36,1,84316685,36.1,0.012650292
cg23698287,3065,36,1,32530887,36.1,0.061877155
cg23698969,5002,36,11,2887741,36.1,0.957978663
cg23700778,23366,36,7,36373240,36.1,0.015885136
cg23702568,23063,36,10,88271482,36.1,0.029582412
cg23704362,254778,36,8,67568296,36.1,0.858752982
cg23704703,150082,36,21,39737905,36.1,0.894286625
cg23705973,3007,36,6,26343040,36.1,0.100936731
cg23706211,1952,36,1,109594377,36.1,0.1850323
cg23706422,9060,36,10,89409994,36.1,0.042955349
cg23707493,80351,36,10,93547951,36.1,0.086849818
cg23707905,280,36,1,103898144,36.1,0.774840867
cg23709121,112849,36,14,59021276,36.1,0.037851055
cg23710218,9242,36,8,72919210,36.1,0.136474889
cg23713742,6676,36,20,33666135,36.1,0.615047247
cg23719367,91694,36,8,12639205,36.1,0.689960103
cg23721140,84874,36,2,95188760,36.1,0.019218242
cg23723933,10142,36,7,91407759,36.1,0.040796018
cg23724447,9184,36,10,124903887,36.1,0.060094996
cg23727043,11173,36,15,76891179,36.1,0.044081783
cg23727583,2232,36,17,70380656,36.1,0.044524586
cg23731764,5394,36,1,11082356,36.1,0.026049848
cg23732024,23643,36,8,75066355,36.1,0.492422843
cg23735442,9887,36,1,181707915,36.1,0.056066269
cg23737055,157567,36,8,101641303,36.1,0.062792203
cg23737768,192666,36,17,36113623,36.1,0.653815433
cg23738770,4791,36,10,104144595,36.1,0.040917092
cg23739862,56341,36,12,3470927,36.1,0.035593528
cg23740844,10632,36,11,117777314,36.1,0.066138239
cg23741330,254228,36,6,116939633,36.1,0.629164396
cg23743114,6359,36,17,31352509,36.1,0.661507882
cg23744433,79819,36,1,67163347,36.1,0.059558971
cg23746359,284467,36,1,113063287,36.1,0.538341023
cg23748737,91179,36,22,19121733,36.1,0.042776017
cg23749046,83873,36,1,109884447,36.1,0.828230283
cg23749163,85457,36,14,76633721,36.1,0.107490461
cg23749760,168544,36,7,149101977,36.1,0.059906555
cg23751724,140733,36,20,13924403,36.1,0.025494982
cg23752985,8673,36,2,85657082,36.1,0.835874271
cg23753610,284176,36,17,74079425,36.1,0.944388906
cg23756272,596,36,18,59055398,36.1,0.50524266
cg23758485,55512,36,16,67039703,36.1,0.054714263
cg23759710,165140,36,2,42844461,36.1,0.600997144
cg23760945,84337,36,19,11526140,36.1,0.581980844
cg23761196,23019,36,16,57222011,36.1,0.068116298
cg23761264,5335,36,20,39199823,36.1,0.017337777
cg23762517,59269,36,1,42156897,36.1,0.299565901
cg23764381,26033,36,10,116842677,36.1,0.056661383
cg23765993,57119,36,20,43609443,36.1,0.732948598
cg23767977,112802,36,12,51233732,36.1,0.925460708
cg23769143,7079,36,3,12175667,36.1,0.39370767
cg23771661,10331,36,19,17766332,36.1,0.343322585
cg23771929,23413,36,9,131974016,36.1,0.297264103
cg23772500,5709,36,17,35391015,36.1,0.046252969
cg23772557,10600,36,21,29319111,36.1,0.033496171
cg23773532,55507,36,12,12994483,36.1,0.888320948
cg23776012,125113,36,17,36074929,36.1,0.267771647
cg23776217,25941,36,18,32663389,36.1,0.053988911
cg23777956,84699,36,19,4104671,36.1,0.112541744
cg23779106,11266,36,1,159986444,36.1,0.014783943
cg23779331,409,36,17,4561061,36.1,0.04990526
cg23780937,79017,36,7,30511009,36.1,0.051429614
cg23780947,55706,36,1,54077440,36.1,0.217370553
cg23786576,64756,36,1,46906183,36.1,0.032458549
cg23788167,7763,36,9,74169381,36.1,0.06497534
cg23790767,80237,36,15,41856743,36.1,0.02592954
cg23792364,91304,36,19,972362,36.1,0.111060747
cg23792978,5138,36,11,72063346,36.1,0.259597251
cg23795623,55739,36,13,110066032,36.1,0.02552977
cg23796040,23167,36,8,133021433,36.1,0.897949859
cg23797100,27040,36,16,28903554,36.1,0.02532519
cg23799276,23225,36,3,13436652,36.1,0.022223532
cg23799313,164091,36,1,26070947,36.1,0.533824917
cg23801057,5027,36,12,120054352,36.1,0.85889277
cg23807009,4194,36,1,202752278,36.1,0.040428048
cg23807559,9382,36,17,68700812,36.1,0.019155488
cg23807646,116369,36,6,36100663,36.1,0.689786599
cg23808301,5338,36,17,4656972,36.1,0.043863747
cg23813257,9235,36,16,3055287,36.1,0.462653461
cg23815000,3933,36,9,137552833,36.1,0.886617285
cg23815491,3240,36,16,70646123,36.1,0.473260138
cg23816572,23177,36,2,65136925,36.1,0.022753382
cg23818978,120425,36,11,117588449,36.1,0.59598572
cg23820285,5305,36,10,23043256,36.1,0.014265975
cg23822915,51167,36,6,84625880,36.1,0.178040594
cg23824713,5268,36,18,59308718,36.1,0.905937767
cg23824815,84449,36,19,14661772,36.1,0.05713682
cg23827867,6666,36,20,254044,36.1,0.028305462
cg23828212,10905,36,1,117711894,36.1,0.034566453
cg23828595,5592,36,10,52503616,36.1,0.029577235
cg23829949,10472,36,1,242281302,36.1,0.602297468
cg23830037,1819,36,17,17932043,36.1,0.037284721
cg23830326,124245,36,16,87164833,36.1,0.033567831
cg23832061,285755,36,6,109868360,36.1,0.014256647
cg23833452,10981,36,6,146906445,36.1,0.06138686
cg23833896,2055,36,8,1698453,36.1,0.175581955
cg23834593,3172,36,20,42417334,36.1,0.824337853
cg23835812,25978,36,3,87358839,36.1,0.051706077
cg23836174,29802,36,22,22427035,36.1,0.90416065
cg23837897,1353,36,17,50401269,36.1,0.058079655
cg23838179,9640,36,15,83092195,36.1,0.021317812
cg23839680,908,36,7,56085732,36.1,0.34136631
cg23843505,4605,36,20,41728834,36.1,0.11283214
cg23843812,389649,36,8,38505134,36.1,0.112190087
cg23844090,131616,36,3,44878621,36.1,0.020097274
cg23845507,8317,36,1,91739319,36.1,0.011048068
cg23845773,6881,36,11,6590315,36.1,0.044125623
cg23850212,140612,36,19,61741669,36.1,0.030997362
cg23850377,9741,36,2,20115057,36.1,0.037982776
cg23851011,140576,36,1,151852539,36.1,0.74017008
cg23854009,348327,36,19,62802940,36.1,0.064601158
cg23854921,54812,36,2,64604829,36.1,0.021490085
cg23855093,84873,36,3,101811403,36.1,0.479679417
cg23855121,81793,36,4,38461333,36.1,0.776963104
cg23855392,10588,36,15,77976837,36.1,0.157935834
cg23855566,374986,36,1,78017824,36.1,0.052953258
cg23855818,84102,36,12,103847526,36.1,0.627956109
cg23855989,362,36,12,48642088,36.1,0.14898346
cg23858074,253714,36,6,97837441,36.1,0.02269741
cg23858360,81619,36,10,82203470,36.1,0.237155676
cg23858565,10664,36,16,66153204,36.1,0.073231852
cg23859078,115416,36,7,23305617,36.1,0.016378554
cg23861715,8555,36,9,98422056,36.1,0.103326048
cg23862908,157657,36,8,96350575,36.1,0.027513441
cg23863670,56477,36,5,43447686,36.1,0.803193711
cg23864823,65005,36,1,150002879,36.1,0.098736758
cg23865067,10776,36,15,50647914,36.1,0.03898704
cg23866755,1267,36,17,37372863,36.1,0.013993076
cg23867494,7293,36,1,1140185,36.1,0.52785534
cg23867624,2296,36,6,1555196,36.1,0.019142237
cg23868119,9200,36,10,17699732,36.1,0.032666803
cg23873703,7881,36,3,157321319,36.1,0.752912546
cg23874078,10390,36,1,111483671,36.1,0.113454942
cg23877385,9245,36,15,57695944,36.1,0.868186249
cg23877786,6137,36,16,88154163,36.1,0.054005425
cg23877831,51258,36,12,6473689,36.1,0.10152593
cg23878206,22809,36,19,55123237,36.1,0.875873405
cg23879147,90550,36,10,74121665,36.1,0.069742812
cg23881601,51093,36,1,154965118,36.1,0.007889583
cg23881725,9940,36,3,38055646,36.1,0.073263385
cg23881971,7556,36,12,132216495,36.1,0.121647548
cg23882824,2618,36,21,33836502,36.1,0.026091577
cg23886551,80757,36,14,105063664,36.1,0.032604495
cg23886755,1912,36,1,33613753,36.1,0.910518872
cg23887102,319100,36,6,132932727,36.1,0.8274648
cg23887396,23098,36,17,23723678,36.1,0.043954048
cg23888423,4735,36,2,241902843,36.1,0.043678411
cg23889010,6590,36,20,43316404,36.1,0.346572405
cg23889021,58190,36,2,218972817,36.1,0.053928797
cg23889093,10209,36,17,37098182,36.1,0.077813973
cg23889771,51692,36,2,9480528,36.1,0.020725644
cg23894003,64319,36,16,30583945,36.1,0.873465605
cg23894058,43849,36,19,56229640,36.1,0.698878433
cg23894539,10948,36,17,35047044,36.1,0.027637532
cg23896056,132660,36,4,84151194,36.1,0.070948531
cg23897067,27158,36,9,139220126,36.1,0.023588785
cg23898073,2674,36,10,118022938,36.1,0.039699444
cg23900225,219770,36,10,35934228,36.1,0.752536629
cg23901896,1999,36,1,200243069,36.1,0.862734619
cg23902550,84948,36,8,144752249,36.1,0.744355341
cg23904249,79080,36,11,60365527,36.1,0.727292616
cg23905308,8864,36,2,238861686,36.1,0.05843207
cg23906291,2064,36,17,35097749,36.1,0.038953479
cg23906760,59286,36,19,9799028,36.1,0.043737638
cg23909343,5525,36,1,210524538,36.1,0.121280983
cg23910243,7041,36,16,31392119,36.1,0.847983454
cg23910835,6423,36,4,154930350,36.1,0.081324053
cg23911465,8892,36,14,74539083,36.1,0.093543164
cg23911972,60673,36,12,50750348,36.1,0.015621133
cg23912721,26061,36,3,15617897,36.1,0.075643235
cg23912823,4665,36,12,55768170,36.1,0.053535587
cg23913400,3691,36,17,71229147,36.1,0.016770945
cg23915008,6217,36,19,44618168,36.1,0.051503342
cg23915111,9928,36,1,198856176,36.1,0.143732835
cg23916158,10514,36,17,4405222,36.1,0.046764372
cg23916751,5311,36,4,89148287,36.1,0.027600566
cg23916845,25861,36,9,116307993,36.1,0.052417011
cg23918047,396,36,17,77421645,36.1,0.034797079
cg23919568,26017,36,19,16157265,36.1,0.056738159
cg23920441,478,36,19,47189719,36.1,0.05760766
cg23920917,11052,36,12,67919319,36.1,0.077491382
cg23921699,784,36,12,47498828,36.1,0.013992858
cg23922708,84552,36,18,76106171,36.1,0.025877669
cg23922914,23483,36,13,94046440,36.1,0.029896629
cg23923462,5223,36,10,99175996,36.1,0.040426481
cg23926526,56890,36,12,67012877,36.1,0.069250451
cg23927367,27034,36,11,133628012,36.1,0.042328649
cg23934633,140432,36,13,97628147,36.1,0.956450153
cg23938476,221545,36,6,30723318,36.1,0.018774557
cg23940655,91748,36,14,73296773,36.1,0.03229639
cg23941599,56929,36,5,114908695,36.1,0.109514945
cg23943360,3949,36,19,11061146,36.1,0.060446909
cg23943801,23011,36,12,70435296,36.1,0.012576876
cg23948874,1982,36,11,10787057,36.1,0.018286707
cg23950724,341359,36,12,33484444,36.1,0.337316582
cg23953133,4001,36,5,126140774,36.1,0.034813275
cg23953831,9398,36,1,117345939,36.1,0.138979054
cg23957084,64976,36,22,17798954,36.1,0.025272645
cg23957424,7189,36,11,36488632,36.1,0.070613504
cg23957915,283248,36,11,63441487,36.1,0.036778894
cg23960723,79746,36,10,11823980,36.1,0.045073473
cg23963136,51293,36,19,8278973,36.1,0.044514241
cg23964386,22949,36,9,113402070,36.1,0.176046171
cg23966705,9043,36,17,46553585,36.1,0.028218031
cg23967169,151647,36,3,69064193,36.1,0.053866539
cg23968383,137209,36,8,126054108,36.1,0.891520707
cg23968678,79143,36,19,59385437,36.1,0.032213261
cg23970089,521,36,4,657564,36.1,0.110396305
cg23970523,23770,36,19,18515267,36.1,0.045674674
cg23970785,28955,36,16,10944027,36.1,0.098162016
cg23972869,6141,36,19,53815554,36.1,0.818809149
cg23973000,83942,36,5,112798426,36.1,0.877323181
cg23973566,9750,36,6,24985708,36.1,0.776885062
cg23974202,905,36,2,135392956,36.1,0.045469512
cg23977670,283120,36,11,1973424,36.1,0.905458009
cg23978322,9457,36,6,97117160,36.1,0.70176865
cg23978557,6610,36,6,109867512,36.1,0.887315659
cg23979923,10519,36,15,88578596,36.1,0.032868531
cg23983340,4179,36,1,205992084,36.1,0.026505634
cg23983449,11337,36,17,7087481,36.1,0.48665194
cg23983884,1627,36,5,176833412,36.1,0.119682312
cg23984059,1315,36,11,14478124,36.1,0.040342209
cg23984434,2977,36,11,106393866,36.1,0.046190197
cg23988310,7857,36,2,224175293,36.1,0.119096676
cg23989635,999,36,16,67328704,36.1,0.041638247
cg23993660,65018,36,1,20832413,36.1,0.017208029
cg23995753,4065,36,2,160468978,36.1,0.074282152
cg23996241,163,36,17,30938475,36.1,0.021201917
cg23996306,1615,36,2,136459881,36.1,0.03184651
cg23998987,10607,36,16,1961792,36.1,0.044515517
cg24000099,221955,36,7,6454037,36.1,0.036206875
cg24000189,10211,36,6,30818404,36.1,0.035737979
cg24001070,140775,36,17,18158367,36.1,0.06913465
cg24003306,64979,36,5,1852717,36.1,0.069475713
cg24003542,4163,36,5,112658583,36.1,0.041879711
cg24006361,55040,36,17,45965254,36.1,0.039201431
cg24008892,11243,36,1,154448870,36.1,0.911334322
cg24009736,2583,36,12,56312609,36.1,0.055580072
cg24010336,115290,36,19,44159098,36.1,0.659752966
cg24010952,624,36,14,95740615,36.1,0.29746779
cg24012034,55500,36,12,22669752,36.1,0.037429301
cg24012157,79009,36,10,70331478,36.1,0.058842652
cg24012708,81932,36,9,115177949,36.1,0.590579464
cg24012887,112939,36,19,13089900,36.1,0.080671738
cg24012925,140809,36,20,581418,36.1,0.190506684
cg24014020,9091,36,16,560797,36.1,0.078313047
cg24014661,202500,36,6,44373647,36.1,0.046816468
cg24016044,80315,36,5,173248155,36.1,0.03992121
cg24019564,864,36,1,25130153,36.1,0.693612728
cg24019851,7869,36,3,50289295,36.1,0.576475677
cg24022301,5737,36,1,78729158,36.1,0.068367588
cg24022829,5610,36,2,37237731,36.1,0.013077854
cg24023606,55775,36,14,89490961,36.1,0.025291983
cg24024214,79908,36,5,180258748,36.1,0.872284976
cg24027342,472,36,11,107636819,36.1,0.922541156
cg24027679,155184,36,1,9009208,36.1,0.855593113
cg24028122,23376,36,6,97076722,36.1,0.070529809
cg24030425,5189,36,7,91995424,36.1,0.0245572
cg24030449,26281,36,8,16904042,36.1,0.121117183
cg24030627,8857,36,19,45132256,36.1,0.95182867
cg24030630,10312,36,11,67563244,36.1,0.02776107
cg24031606,993,36,3,48204322,36.1,0.032984404
cg24034289,10067,36,1,153498968,36.1,0.144354278
cg24035370,5590,36,1,1972294,36.1,0.06905402
cg24035962,8031,36,10,51242319,36.1,0.130447437
cg24041453,220136,36,18,46046706,36.1,0.210540556
cg24041977,64781,36,22,45512435,36.1,0.051791209
cg24041995,3980,36,17,30331512,36.1,0.037297401
cg24042452,128229,36,1,154572288,36.1,0.867967226
cg24043192,375444,36,5,43551284,36.1,0.09950042
cg24043307,466,36,12,49444221,36.1,0.20839762
cg24046110,66004,36,8,143856145,36.1,0.103052193
cg24046474,90678,36,9,129252371,36.1,0.187914205
cg24051818,374977,36,1,54880506,36.1,0.887957056
cg24053375,5949,36,10,48012136,36.1,0.937123058
cg24053587,5800,36,12,15367352,36.1,0.079158048
cg24053619,84542,36,2,61146776,36.1,0.035335353
cg24056562,10535,36,19,12778484,36.1,0.071053972
